Title,Uploader,Date Uploaded,Player 1,Player 2 ,Character 1,Character 2,Timestamp,Winner,ID,Set?
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=41,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=89,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=183,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=279,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=346,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=397,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=477,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=564,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=674,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=776,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=884,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=995,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Wolf,https://youtu.be/Cm9UTXJZgzw?t=1129,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=1247,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1366,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1465,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1582,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1691,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1788,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1898,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Sasquatch,https://youtu.be/Cm9UTXJZgzw?t=1993,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2140,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2290,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2431,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2586,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2744,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2853,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=2992,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=3106,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=3208,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=3325,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Zabel,Jedah,https://youtu.be/Cm9UTXJZgzw?t=3415,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bishamon,Jedah,https://youtu.be/Cm9UTXJZgzw?t=3525,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bishamon,Jedah,https://youtu.be/Cm9UTXJZgzw?t=3639,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Jedah,https://youtu.be/Cm9UTXJZgzw?t=3755,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=3900,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=4470,,https://youtu.be/Cm9UTXJZgzw,ft10 start
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=4591,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=4704,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=4799,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=4919,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=5033,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=5142,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=5271,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=5348,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Jedah,Morrigan,https://youtu.be/Cm9UTXJZgzw?t=5504,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=5729,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=5834,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=5971,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=6087,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=6173,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Morrigan,Jedah,https://youtu.be/Cm9UTXJZgzw?t=6320,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Felicia,https://youtu.be/Cm9UTXJZgzw?t=6887,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Felicia,https://youtu.be/Cm9UTXJZgzw?t=6992,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7066,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7130,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7263,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7375,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bulleta,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7494,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Felicia,https://youtu.be/Cm9UTXJZgzw?t=7630,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Bishamon,Wolf,https://youtu.be/Cm9UTXJZgzw?t=8416,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Demitri,https://youtu.be/Cm9UTXJZgzw?t=8547,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Wolf,https://youtu.be/Cm9UTXJZgzw?t=8728,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Bulleta,https://youtu.be/Cm9UTXJZgzw?t=8854,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Wolf,https://youtu.be/Cm9UTXJZgzw?t=8996,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Felicia,https://youtu.be/Cm9UTXJZgzw?t=9106,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Wolf,https://youtu.be/Cm9UTXJZgzw?t=9236,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=9353,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Wolf,https://youtu.be/Cm9UTXJZgzw?t=9460,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=9733,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Bulleta,https://youtu.be/Cm9UTXJZgzw?t=9862,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Wolf,https://youtu.be/Cm9UTXJZgzw?t=10029,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,QBee,Felicia,https://youtu.be/Cm9UTXJZgzw?t=10161,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Demitri,https://youtu.be/Cm9UTXJZgzw?t=10296,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,QBee,https://youtu.be/Cm9UTXJZgzw?t=10437,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Wolf,https://youtu.be/Cm9UTXJZgzw?t=10565,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Felicia,Wolf,https://youtu.be/Cm9UTXJZgzw?t=10765,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Demitri,https://youtu.be/Cm9UTXJZgzw?t=10889,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Demitri,Wolf,https://youtu.be/Cm9UTXJZgzw?t=10989,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Wolf,Wolf,https://youtu.be/Cm9UTXJZgzw?t=11189,,https://youtu.be/Cm9UTXJZgzw,
第19回ヴァンパイアセイヴァー制限付大会～小林制約～ 2020/12/27,BIG-ONE2nd CHANNEL1,"Dec 26, 2020",,,Sasquatch,Bishamon,https://youtu.be/Cm9UTXJZgzw?t=12017,,https://youtu.be/Cm9UTXJZgzw,
